colname,durablename,static,pats,units_cd,mxinsts,nval_num,patvis_null,confidence_num,mxconmod,patvis,pats_null,colid,mod,quantity_num,ccd,name,cid,concept_path,rule,ddomain,mxfacts,valueflag_cd,tval_char,colcd,location_cd,valtype_cd
v250_Bsphls_NCnc_Pt_Bld_Qn_Atmtd,_Bsphls_NCnc_Pt_Bld_Qn_Atmtd,,1867,7,4,1,295976,,1,19829,1115,v250_Bsphls_NCnc_Pt_Bld_Qn_Atmtd,,,1,"704-7 - Basophils:NCnc:Pt:Bld:Qn:Automated count[1,522,623 facts; 385,273 patients]",250,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18283359\A18282511\A30968848\A18125812\,UNKNOWN_DATA_ELEMENT,LOINC,4,1,,v250,,
v251_lkcts_NFr_Pt_Bld_Qn_Atmtd_mn,_lkcts_NFr_Pt_Bld_Qn_Atmtd_mn,,1856,1,4,1,297007,,1,18798,1126,v251_lkcts_NFr_Pt_Bld_Qn_Atmtd,,,1,"5905-5 - Monocytes/100 leukocytes:NFr:Pt:Bld:Qn:Automated count[1,382,352 facts; 369,882 patients]",251,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18168166\A18245200\A30970830\A30969461\A18124755\,UNKNOWN_DATA_ELEMENT,LOINC,4,2,,v251,,
v251_lkcts_NFr_Pt_Bld_Qn_Atmtd,_lkcts_NFr_Pt_Bld_Qn_Atmtd,,1856,1,4,1,297007,,1,18798,1126,v251_lkcts_NFr_Pt_Bld_Qn_Atmtd,,,1,"5905-5 - Monocytes/100 leukocytes:NFr:Pt:Bld:Qn:Automated count[1,382,352 facts; 369,882 patients]",251,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18168166\A18245200\A30970830\A30969461\A18124755\,UNKNOWN_DATA_ELEMENT,LOINC,4,2,,v251,,
v252_lkcts_NFr_Pt_Bld_Qn_Atmtd_mn,_lkcts_NFr_Pt_Bld_Qn_Atmtd_mn,,779,1,4,1,309729,,1,6076,2203,v252_lkcts_NFr_Pt_Bld_Qn_Atmtd,,,1,"770-8 - Neutrophils/100 leukocytes:NFr:Pt:Bld:Qn:Automated count[193,612 facts; 70,529 patients]",252,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18283359\A18245286\A31006211\A31013738\A18395469\,UNKNOWN_DATA_ELEMENT,LOINC,4,,,v252,,
v252_lkcts_NFr_Pt_Bld_Qn_Atmtd,_lkcts_NFr_Pt_Bld_Qn_Atmtd,,779,1,4,1,309729,,1,6076,2203,v252_lkcts_NFr_Pt_Bld_Qn_Atmtd,,,1,"770-8 - Neutrophils/100 leukocytes:NFr:Pt:Bld:Qn:Automated count[193,612 facts; 70,529 patients]",252,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18283359\A18245286\A31006211\A31013738\A18395469\,UNKNOWN_DATA_ELEMENT,LOINC,4,,,v252,,
v253_Esnphls_NCnc_Pt_Bld_Qn_Atmtd_mn,_Esnphls_NCnc_Pt_Bld_Qn_Atmtd_mn,,1055,6,4,1,308201,,1,7604,1927,v253_Esnphls_NCnc_Pt_Bld_Qn_Atmtd,,,1,"711-2 - Eosinophils:NCnc:Pt:Bld:Qn:Automated count[311,670 facts; 103,579 patients]",253,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18321851\A30997809\A18319086\,UNKNOWN_DATA_ELEMENT,LOINC,4,2,,v253,,
v253_Esnphls_NCnc_Pt_Bld_Qn_Atmtd,_Esnphls_NCnc_Pt_Bld_Qn_Atmtd,,1055,6,4,1,308201,,1,7604,1927,v253_Esnphls_NCnc_Pt_Bld_Qn_Atmtd,,,1,"711-2 - Eosinophils:NCnc:Pt:Bld:Qn:Automated count[311,670 facts; 103,579 patients]",253,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18321851\A30997809\A18319086\,UNKNOWN_DATA_ELEMENT,LOINC,4,2,,v253,,
v254_lkcts_NFr_Pt_Bld_Qn_Atmtd_mn,_lkcts_NFr_Pt_Bld_Qn_Atmtd_mn,,1857,1,4,1,296996,,1,18809,1125,v254_lkcts_NFr_Pt_Bld_Qn_Atmtd,,,1,"713-8 - Eosinophils/100 leukocytes:NFr:Pt:Bld:Qn:Automated count[1,408,849 facts; 370,048 patients]",254,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18321851\A30986227\A30982378\A18125860\,UNKNOWN_DATA_ELEMENT,LOINC,4,1,,v254,,
v254_lkcts_NFr_Pt_Bld_Qn_Atmtd,_lkcts_NFr_Pt_Bld_Qn_Atmtd,,1857,1,4,1,296996,,1,18809,1125,v254_lkcts_NFr_Pt_Bld_Qn_Atmtd,,,1,"713-8 - Eosinophils/100 leukocytes:NFr:Pt:Bld:Qn:Automated count[1,408,849 facts; 370,048 patients]",254,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18321851\A30986227\A30982378\A18125860\,UNKNOWN_DATA_ELEMENT,LOINC,4,1,,v254,,
v255_Lmphcts_NCnc_Pt_Bld_Qn_Atmtd_mn,_Lmphcts_NCnc_Pt_Bld_Qn_Atmtd_mn,,1868,7,4,1,295945,,1,19860,1114,v255_Lmphcts_NCnc_Pt_Bld_Qn_Atmtd,,,1,"731-0 - Lymphocytes:NCnc:Pt:Bld:Qn:Automated count[1,527,901 facts; 385,593 patients]",255,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18322476\A30980393\A18203368\,UNKNOWN_DATA_ELEMENT,LOINC,4,2,,v255,,
v255_Lmphcts_NCnc_Pt_Bld_Qn_Atmtd,_Lmphcts_NCnc_Pt_Bld_Qn_Atmtd,,1868,7,4,1,295945,,1,19860,1114,v255_Lmphcts_NCnc_Pt_Bld_Qn_Atmtd,,,1,"731-0 - Lymphocytes:NCnc:Pt:Bld:Qn:Automated count[1,527,901 facts; 385,593 patients]",255,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18322476\A30980393\A18203368\,UNKNOWN_DATA_ELEMENT,LOINC,4,2,,v255,,
v256_Lkcts_NCnc_Pt_Bld_Qn_Atmtd_mn,_Lkcts_NCnc_Pt_Bld_Qn_Atmtd_mn,,2319,7,8,1,263028,,1,52777,663,v256_Lkcts_NCnc_Pt_Bld_Qn_Atmtd,,,1,"6690-2 - Leukocytes:NCnc:Pt:Bld:Qn:Automated count[4,424,086 facts; 641,430 patients]",256,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A31006984\A18164469\,UNKNOWN_DATA_ELEMENT,LOINC,8,3,,v256,,
v256_Lkcts_NCnc_Pt_Bld_Qn_Atmtd,_Lkcts_NCnc_Pt_Bld_Qn_Atmtd,,2319,7,8,1,263028,,1,52777,663,v256_Lkcts_NCnc_Pt_Bld_Qn_Atmtd,,,1,"6690-2 - Leukocytes:NCnc:Pt:Bld:Qn:Automated count[4,424,086 facts; 641,430 patients]",256,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A31006984\A18164469\,UNKNOWN_DATA_ELEMENT,LOINC,8,3,,v256,,
v257_Ntrphls_NCnc_Pt_Bld_Qn_Atmtd_mn,_Ntrphls_NCnc_Pt_Bld_Qn_Atmtd_mn,,1394,8,5,1,304297,,1,11508,1588,v257_Ntrphls_NCnc_Pt_Bld_Qn_Atmtd,,,1,"751-8 - Neutrophils:NCnc:Pt:Bld:Qn:Automated count[759,153 facts; 221,375 patients]",257,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18283359\A18245286\A30998149\A18126124\,UNKNOWN_DATA_ELEMENT,LOINC,5,2,,v257,,
v257_Ntrphls_NCnc_Pt_Bld_Qn_Atmtd,_Ntrphls_NCnc_Pt_Bld_Qn_Atmtd,,1394,8,5,1,304297,,1,11508,1588,v257_Ntrphls_NCnc_Pt_Bld_Qn_Atmtd,,,1,"751-8 - Neutrophils:NCnc:Pt:Bld:Qn:Automated count[759,153 facts; 221,375 patients]",257,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18283359\A18245286\A30998149\A18126124\,UNKNOWN_DATA_ELEMENT,LOINC,5,2,,v257,,
v258_Hmglbn_MCnc_Pt_Bld_Qn_mn,_Hmglbn_MCnc_Pt_Bld_Qn_mn,,2279,2,23,1,264446,,1,51359,703,v258_Hmglbn_MCnc_Pt_Bld_Qn,,,1,"718-7 - Hemoglobin:MCnc:Pt:Bld:Qn[4,690,203 facts; 646,673 patients]",258,\i2b2\Lab Loinc\A23478825\A28298479\A18320895\A18166720\A18167726\A30997904\A18203293\,UNKNOWN_DATA_ELEMENT,LOINC,23,3,,v258,,
v258_Hmglbn_MCnc_Pt_Bld_Qn,_Hmglbn_MCnc_Pt_Bld_Qn,,2279,2,23,1,264446,,1,51359,703,v258_Hmglbn_MCnc_Pt_Bld_Qn,,,1,"718-7 - Hemoglobin:MCnc:Pt:Bld:Qn[4,690,203 facts; 646,673 patients]",258,\i2b2\Lab Loinc\A23478825\A28298479\A18320895\A18166720\A18167726\A30997904\A18203293\,UNKNOWN_DATA_ELEMENT,LOINC,23,3,,v258,,
v259_lkcts_NFr_Pt_Bld_Qn_Atmtd_mn,_lkcts_NFr_Pt_Bld_Qn_Atmtd_mn,,1867,1,4,1,295952,,1,19853,1115,v259_lkcts_NFr_Pt_Bld_Qn_Atmtd,,,1,"736-9 - Lymphocytes/100 leukocytes:NFr:Pt:Bld:Qn:Automated count[1,500,983 facts; 385,617 patients]",259,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18322476\A31015047\A31004760\A18164819\,UNKNOWN_DATA_ELEMENT,LOINC,4,2,,v259,,
v259_lkcts_NFr_Pt_Bld_Qn_Atmtd,_lkcts_NFr_Pt_Bld_Qn_Atmtd,,1867,1,4,1,295952,,1,19853,1115,v259_lkcts_NFr_Pt_Bld_Qn_Atmtd,,,1,"736-9 - Lymphocytes/100 leukocytes:NFr:Pt:Bld:Qn:Automated count[1,500,983 facts; 385,617 patients]",259,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18322476\A31015047\A31004760\A18164819\,UNKNOWN_DATA_ELEMENT,LOINC,4,2,,v259,,
v260_vlm_EntVl_Pt_Bld_Qn_Atmtd_mn,_vlm_EntVl_Pt_Bld_Qn_Atmtd_mn,,2029,1,8,1,275048,,1,40757,953,v260_vlm_EntVl_Pt_Bld_Qn_Atmtd,,,1,"32623-1 - Platelet mean volume:EntVol:Pt:Bld:Qn:Automated count[3,974,525 facts; 589,561 patients]",260,\i2b2\Lab Loinc\A23478825\A28298479\A18282190\A18128063\A18361588\A18361587\A18168551\A30958463\A18342260\,UNKNOWN_DATA_ELEMENT,LOINC,8,2,,v260,,
v260_vlm_EntVl_Pt_Bld_Qn_Atmtd,_vlm_EntVl_Pt_Bld_Qn_Atmtd,,2029,1,8,1,275048,,1,40757,953,v260_vlm_EntVl_Pt_Bld_Qn_Atmtd,,,1,"32623-1 - Platelet mean volume:EntVol:Pt:Bld:Qn:Automated count[3,974,525 facts; 589,561 patients]",260,\i2b2\Lab Loinc\A23478825\A28298479\A18282190\A18128063\A18361588\A18361587\A18168551\A30958463\A18342260\,UNKNOWN_DATA_ELEMENT,LOINC,8,2,,v260,,
v261_vlm_EntVl_Pt_RBC_Qn_Atmtd_mn,_vlm_EntVl_Pt_RBC_Qn_Atmtd_mn,,2324,1,8,1,262677,,1,53128,658,v261_vlm_EntVl_Pt_RBC_Qn_Atmtd,,,1,"787-2 - Erythrocyte mean corpuscular volume:EntVol:Pt:RBC:Qn:Automated count[4,428,899 facts; 641,604 patients]",261,\i2b2\Lab Loinc\A23478825\A28298479\A18127704\A18283406\A18322292\A18129870\A18128676\A30986913\A18242142\,UNKNOWN_DATA_ELEMENT,LOINC,8,2,,v261,,
v261_vlm_EntVl_Pt_RBC_Qn_Atmtd,_vlm_EntVl_Pt_RBC_Qn_Atmtd,,2324,1,8,1,262677,,1,53128,658,v261_vlm_EntVl_Pt_RBC_Qn_Atmtd,,,1,"787-2 - Erythrocyte mean corpuscular volume:EntVol:Pt:RBC:Qn:Automated count[4,428,899 facts; 641,604 patients]",261,\i2b2\Lab Loinc\A23478825\A28298479\A18127704\A18283406\A18322292\A18129870\A18128676\A30986913\A18242142\,UNKNOWN_DATA_ELEMENT,LOINC,8,2,,v261,,
v263_Hmtcrt_VFr_Pt_Bld_Qn_Atmtd_mn,_Hmtcrt_VFr_Pt_Bld_Qn_Atmtd_mn,,2280,1,28,1,264345,,1,51460,702,v263_Hmtcrt_VFr_Pt_Bld_Qn_Atmtd,,,1,"4544-3 - Hematocrit:VFr:Pt:Bld:Qn:Automated count[5,034,898 facts; 646,271 patients]",263,\i2b2\Lab Loinc\A23478825\A28298479\A18127704\A18283406\A18399526\A30962569\A18194756\,UNKNOWN_DATA_ELEMENT,LOINC,28,3,,v263,,
v263_Hmtcrt_VFr_Pt_Bld_Qn_Atmtd,_Hmtcrt_VFr_Pt_Bld_Qn_Atmtd,,2280,1,28,1,264345,,1,51460,702,v263_Hmtcrt_VFr_Pt_Bld_Qn_Atmtd,,,1,"4544-3 - Hematocrit:VFr:Pt:Bld:Qn:Automated count[5,034,898 facts; 646,271 patients]",263,\i2b2\Lab Loinc\A23478825\A28298479\A18127704\A18283406\A18399526\A30962569\A18194756\,UNKNOWN_DATA_ELEMENT,LOINC,28,3,,v263,,
